RecipeId,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,Images,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions
3029,Cheddar Cheese Mashed Potato Casserole,1535,Marg CaymanDesigns,1H,20M,1H20M,1999-09-29T06:32:00Z,I used this recipe a lot when my kids were younger and it was helpful to have part of supper ready ahead of time. Especially because babies ALWAYS seem to be fussy when it is time to make dinner. Works great for company or potluck too.,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/29/picKrCkds.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/29/pic3vXgOo.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/29/picQ84Upp.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/29/picHwTCAG.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/29/picK6Kfhk.jpg, 
https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/29/picOqVkPz.jpg",Potato,"Vegetable, Low Protein, Oven, < 4 Hours","8, 1 -2, 1, 4, 1","potatoes, sour cream, butter, cheddar cheese, colby cheese",5,7,515,22.8,14.2,55.4,181.2,67.1,8.1,3,12.8,,,"Peel and cook potatoes until tender., Mash potatoes with onion salt and sour cream., Add butter., Place in a 2 quart casserole dish and press down slightly., Top with cheese. Refrigerate overnight. Bake at 350°F for 1 hour."
3030,Kidney Bean Dip,1534,Tonkcats,,10M,10M,1999-09-29T06:41:00Z,Make and share this Kidney Bean Dip recipe from Food.com.,,Beans,"Low Cholesterol, < 15 Mins, Easy","1, 1/2, 1/4, 3/4, 2","kidney beans, mayonnaise, onion, horseradish",3,1,450.4,21.1,3.2,15.3,1311.2,56.3,11.8,17.1,11.8,,2 cups,"Mash kidney beans., Add other ingredients., Let sit 2  hours or longer."
3031,Kidney Bean Dip II,1534,Tonkcats,,0S,0S,1999-09-29T06:41:00Z,Make and share this Kidney Bean Dip II recipe from Food.com.,,Beans,"Low Cholesterol, Healthy, < 15 Mins","2, 1, 1/4, 1/4, 1, 1, 1, 1/8, 1/8, 1/8","red kidney beans, onion, mayonnaise, dry mustard, Worcestershire sauce, garlic powder, salt, pepper",,,807.5,21.9,3.2,15.3,1235.3,127.6,29,27.8,32.8,,1 batch,"Wash beans* under cold water; drain well., In medium bowl, mix all other ingredients until well blended., Add drained beans; stir gently until mixed well., Refrigerate until served., *If you prefer, the beans can be chopped a bit, rather than used whole."
3032,Chicken Lo Mein,1534,Tonkcats,15M,15M,30M,1999-09-29T06:41:00Z,Make and share this Chicken Lo Mein recipe from Food.com.,,Chicken Breast,"Chicken, Poultry, Meat, Chinese, Asian, < 30 Mins, < 15 Mins","2, 3, 2, 1, 1/4, 1/2, 1/4, 2, 1, 1/2","soy sauce, cornstarch, linguine, green onions, chicken flavor instant bouillon",4,3,619.1,28,5.9,92.8,898.3,49.8,3.7,4.3,40.5,4,,"Start cooking linguine., Soak cut up breast with soy sauce and cornstarch, set aside. In hot oil over  medium-high heat, cook mushrooms, pea pods, green onions and peppers about 3 to  5 minutes., Remove vegetables., Cook chicken strips about 2 to 3 minutes., Return  vegetables to pan and add bouillon and 1/2 cup water., Heat to boiling., Add  cooked linguine and mix well."
3033,Chicken Lo Mein II,1534,Tonkcats,15M,20M,35M,1999-09-29T06:41:00Z,Make and share this Chicken Lo Mein II recipe from Food.com.,,Chicken Breast,"Chicken, Poultry, Meat, Chinese, Asian, Low Cholesterol, < 60 Mins, < 15 Mins","2, 3, 1, 2, 1/4, 1/2, 1, 1/2, 1, 8","boneless chicken breasts, soy sauce, sherry wine, cornstarch, scallion, linguine",4.5,2,531.4,21.5,3.9,46.4,813.8,54.4,5.2,6,26.7,4,,"Combine chicken, soy sauce, sherry and cornstarch and marinate. Cook 8 ounces  thin linguine and drain., Stir-fry in 1/4 cup oil the mushrooms, scallions, pea  pods and red pepper., Cook until just tender., Remove vegetables., Add chicken  mixture and stir-fry until browned., Add vegetables to chicken with 1/2 cup water  and 1/2 teaspoon chicken bouillon., Add cooked linguine and toss together., Add  soy sauce to taste."
3034,Mock Devonshire Cream Substitute,1662,Anne Edgell,,10M,10M,1999-09-29T06:59:00Z,Make and share this Mock Devonshire Cream Substitute recipe from Food.com.,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/34/picHCz70H.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/34/picz85Yok.jpg",European,"< 15 Mins, Easy","1, 1, 1","cream cheese, powdered sugar, heavy whipping cream",5,13,751.8,78.5,49,279.7,228.1,7.6,0,1.9,7.5,,1 1/2 cups,"In small mixer bowl, beat ingredients. It keeps from 10-12 days in refrigerator."
3035,Mom's Pizzelles,1534,Tonkcats,,15M,15M,1999-09-30T06:25:00Z,Make and share this Mom's Pizzelles recipe from Food.com.,,Dessert,"European, Christmas, < 15 Mins, For Large Groups","12, 3, 2 1/2, NA, 1, 2, 1","eggs, sugar, margarine, anise seed, vanilla, orange",,,292.9,20.4,4.5,89.3,247.1,25.2,0.2,24.7,3.3,25,,"Beat eggs and sugar until light and foamy., Add melted margarine a little at a time. Add anise seed, anise flavoring, vanilla, grated rind and orange juice. Gradually add flour to make very light dough, light enough to drop on the pizzelle maker with a spoon., Preheat pizzelle maker and grease with margarine just before using., Use a knife to push down off from spoon., (You can halve this recipe.."
3036,Greek Pastitsio,1534,Tonkcats,40M,20M,1H,1999-09-30T06:29:00Z,Make and share this Greek Pastitsio recipe from Food.com.,,Greek,"European, < 60 Mins, Oven","1 1/2, 1/4, 8, 1/8, 3, 1/8, 1/4, 1, 3, 1, 3, 1, 1/2","beef, pepper, elbow macaroni, cinnamon, butter, margarine, oregano, flour, tomato puree, tomato puree, milk, onion, eggs, salt, parmesan cheese",4.5,4,1163.7,96.2,42.2,245,708.2,47.2,2.9,4.8,26.6,6,,"Prepare macaroni according to directions., Rinse with cold water; drain., Stir flour into melted butter in a heavy saucepan., Gradually stir in milk and cook until thickened, stirring occasionally., Cover & cool the white sauce.  Brown the ground beef and onion in a large fry pan., Pour off drippings., Sprinkle salt, pepper, cinnamon, and oregano over beef., Stir in tomato puree and cook slowly for 10 minutes., Beat together egg, and 1/3 cup of Parmesan  cheese.  Gently stir in macaroni., 
Gradually stir in 2 cups of the white sauce into the macaroni mixture. Place 1/2 macaroni mixture into a buttered 11-3/4 x 7-1/2 inch baking dish., Spoon beef mixture in an even layer over macaroni., Place remaining macaroni mixture over the beef., Pour remaining white sauce over the top., Bake in moderate 375* degree oven for 20 minutes., Sprinkle with remaining Parmesan cheese, and continue baking 20-25 minutes, or until knife inserted in center comes out clean., Let stand 15 minutes before cutting into squares., 
**Can be doubled** From: Nancy and wwrecipes.com"
3037,Creole Black Beans and Rice,1534,Tonkcats,,0S,0S,1999-09-30T06:27:00Z,This one of my favorite recipes. It is a crockpot recipe but I'm sure you  could cook it on the stovetop also. It's pretty spicy.,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/37/pic6oppXW.jpg",Rice,"Creole, Low Cholesterol, < 15 Mins","1 -2, 3, 1 1/2, 1 1/2, 1 1/2, 3, 2, 1 1/2, 1 1/2, 1/4, 1/4, 1, 5, 1, 1, NA","smoked sausage, black beans, onions, green peppers, celery, garlic, leaf thyme, leaf oregano, white pepper, black pepper, cayenne pepper, chicken bouillon cube, bay leaves, tomato sauce, water, rice",5,12,480.1,22.6,7.4,46.4,1012.1,46.4,16.1,5.5,24.5,,,"Brown sausage in a skillet over med., heat. Drain fat and transfer to  crockpot. Combine remaining ingredients in crockpot. Cover and cook on low 8  hrs., or on high 4 hrs., Remove bay leaves., Serve over cooked rice."
3038,Salt Rising Bread,1534,Tonkcats,,0S,0S,1999-09-30T06:32:00Z,Make and share this Salt Rising Bread recipe from Food.com.,,Quick Breads,"Breads, Low Cholesterol, Healthy, < 15 Mins, Oven","1/2, 4, 1, 1, 5, 10 1/2","white cornmeal, sweet milk, salt, sugar, other shortening, bread flour",,,2066.2,36.9,13.3,32.5,921.2,368.4,13.3,22.6,57.3,,3 loaves,"Scald 1 cup milk and pour over corn meal., Let stand in warm place to  ferment, almost 24 hours., Heat 3 cups milk until lukewarm, with salt,  sugar and Crisco., Stir in 3 1/2 cups flour, then corn meal mixture. Place  bowl containing these ingredients in pan of lukewarm water for about 2  hours or until bubbles work up from the bottom., Then stir in 5 cups flour  and knead in 2 1/2 cups., Place dough in three 5 x 10-inch pans until it  has doubled in size. Bake in moderate oven for about 10 minutes; then  increase heat to moderately hot oven gradually., 
Bake bread for 45 to 60  minutes in all., Do not attempt to bake bread in cold damp weather, unless  house is warm., Be sure to protect batter from drafts."
3039,Mom Gourley's Salt Rising Bread,1534,Tonkcats,,0S,0S,1999-09-30T06:32:00Z,Make and share this Mom Gourley's Salt Rising Bread recipe from Food.com.,,Quick Breads,"Breads, Low Protein, Low Cholesterol, < 15 Mins, Oven","1, 1, 1, 2, 1, 1, 1, 1/2, 1/2, 1, NA","potato, boiling water, sugar, salt, milk, water, sugar, shortening, salt, flour",,,1723.3,111.9,31.3,34.2,9478.8,174.4,6.5,114.2,14.2,,1 loaf,"Peel potato and slice thin., Add potato to the boiling water to which the 1 tablespoon sugar, meal and 1 tablespoon salt have been added., Keep this mixing warm overnight or until ferments and smells., Take out the slices of potato and add the cup of scalded milk and enough flour to make a stiff batter., Keep warm until it rises., Then add the warm water, shortening, 1 teaspoon salt and enough flour to make consistency of bread dough., Put in greased pan and let rise. Bake at 350 degrees for 45 minutes.
"
3040,Japanese Cabbage Salad II,1534,Tonkcats,,0S,0S,1999-09-30T06:32:00Z,Make and share this Japanese Cabbage Salad II recipe from Food.com.,,Vegetable,"Japanese, Asian, Low Protein, < 15 Mins, Easy","4, 4, 2, 1, 4 -5, 4, 1, 2, 1, 1/2, 6, 3","sesame seeds, head of cabbage, green onions, sugar, salt, pepper, rice vinegar, lemon juice",,,3724.5,304.2,48.8,0,5965.1,233.5,36.1,85.7,42.9,,1 batch,"Mix dressing and marinate sliced cabbage and chopped  onions for approximately 4 hours., Toast sesame seeds, almonds  and Ramen noodles on cookie sheet at 400 degrees., Toss toasted items  into marinated cabbage just before serving."
3041,Japanese Cabbage Salad III,1534,Tonkcats,,0S,0S,1999-09-30T06:32:00Z,Make and share this Japanese Cabbage Salad III recipe from Food.com.,,Vegetable,"Japanese, Asian, Low Protein, < 15 Mins","1, 4, 2, 4, 4, NA, 4, 1/2, 1, 6, 1/2, NA","head of cabbage, green onions, sesame seeds, peanuts, sugar, pepper, vinegar, salt",,,352.6,28,4.7,0,375.5,23.2,3.7,8.5,4.4,10,,"Mix all ingredients 1/2 hour before serving., Break noodles up., Add dressing 10  minutes before serving., Dressing:  4 Tbsp. sugar  1/2 cup sesame oil  1 tsp. pepp  er  6 Tbsp. vinegar  1/2 cup salad oil  salt to taste, Combine dressing items in a jar., Add seasoning packets from Ramen noodles., Add  boiled chicken breast for a main luncheon dish."
3042,Carrot-Raisin Salad,1534,Tonkcats,,0S,0S,1999-09-30T06:32:00Z,Make and share this Carrot-Raisin Salad recipe from Food.com.,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/42/picQjJ5p3.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/42/picC89Cfr.jpg",Low Protein,"Low Cholesterol, < 15 Mins, Easy","2, 1/4, 2, 1/2, 1/4","raw carrots, mayonnaise, fresh lemon juice, seedless raisin, low-fat yogurt",4.5,5,595.9,21.6,3.6,18.9,645.5,102.3,9.9,63.9,8.4,,1 batch,"Scrub, scrape and shred carrots., Combine with raisins., Mix together remaining ingredients and pour over., Mix thoroughly."
3044,Turkey Sausage Quiche,1534,Tonkcats,25M,20M,45M,1999-09-30T06:32:00Z,Make and share this Turkey Sausage Quiche recipe from Food.com.,,Poultry,"Meat, < 60 Mins, Oven, Easy","8, 8, 4, 2, 1, 1/2, 1/2, 1, 1, 4, NA","turkey sausage, cheese, eggs, nonfat milk, mustard, Worcestershire sauce, parsley, parmesan cheese, sage",3,1,197.6,13.4,6.6,106.8,472.4,5.2,0.1,2.6,13.5,,,"Spray 9 x 13-inch dish with Pam., Trim crust from bread., Place crusts in blender and blend until crumbled., Place bread  over bottom of dish., Brown sausage and drain., Layer over  bread., Mix bread crumbs with remaining ingredients and pour  over bread and sausage. Bake at 350 degrees for 25 to 30 minutes, or  until puffed and firm."
3045,Homemade Baked Ziti,1781,Matt Dunn,1H,30M,1H30M,1999-09-30T07:11:00Z,Make and share this Homemade Baked Ziti recipe from Food.com.,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/45/picgQHik6.jpg",European,"Oven, < 4 Hours","1, 1, 1, 1, 4, 1, 2, 2, NA, NA, NA, 2, NA, NA, NA, NA, 1, 1, NA, NA","ground beef, sausage, onion, green pepper, garlic cloves, mushroom, tomato paste, tomato sauce, oregano, basil, bay leaves, fresh parmesan cheese, black pepper, soy sauce, ziti pasta, mozzarella cheese, mozzarella cheese, salt, canola oil",5,2,679.4,32.5,12.8,93.8,1524.4,62.6,5.8,11.6,35,,,"Preheat oven to 350°F, To make the sauce: First, brown the ground beef and Port. Sausage in separate frying pans over medium heat.  Make sure the beef is in a large frying pan, and drain the fat. When the sausage is done, pat it dry with paper towels to remove the grease.  When the beef is just about done, grind the pepper over the beef, probably about 1 Tbsp worth., Add about 1/2 to 1 Tbsp soy sauce and mix it in to  the beef., You can replace the soy sauce with salt, but it adds a nice zing to the flavor., 
At this point, I usually cut the onion into chunks and throw it into my Cuisinart with the garlic, and shred them to bits, and toss them in ., But sliced into small bits works well also., Add the onion and garlic, and let cook down (covered until the onion gets a little clear., I add a little oil here sometimes, depending on how much fat was in the meat. Add the tomato paste, and mix it in ., I do the paste first because it makes it faster and easier to get the consistency right when the sauce comes in ., 
Add the sauce and mix it well., Add generous amounts of the oregano and Italian Seasoning., Don't go overboard on the basil though., Add the bay leaves., Let it simmer., Mix it, and let it simmer longer., Start the water boiling for the ziti., Add some salt and oil to the water to make it boil quicker, and to help keep the zitis from sticking., Throw the green pepper, sausage, and mushrooms into the sauce. Next stir about 4 or 5 Tbsp Parmesan cheese in to the sauce. When the ziti is done, drain them and dump into a large rectangular Pyrex., 
I don't remember the exact size, but I think its around 9x18., You may have a touch too many zitis, but they are delicious plain, so eat any extras., Once the Parmesan has melted into the sauce and made it stringy, and the sauce has thickened, stir the sauce into the zitis., Mix it all well., Now, lay the sliced mozzarella over the ziti like shingles on a roof., Sprinkle over some more Parmesan, maybe a tablespoons., Bake at 350°F for 45 minutes to 1 hour."
3046,Fig Preserves,1534,Tonkcats,,0S,0S,1999-09-30T07:11:00Z,Make and share this Fig Preserves recipe from Food.com.,,Low Protein,"Low Cholesterol, Healthy, < 15 Mins, Canning","10, 1/4, 5, 1/4, NA, 1","figs, baking soda, sugar, lemon juice, lemon slice, water",,,1215,1.4,0.3,0,1542.6,314.2,13.2,300.3,3.4,,10 pints,"Wash figs in warm water with baking soda., Rinse. Cut off stems., Combine sugar,  lemon juice and water in heavy pot. Drop figs into syrup., Cook until figs are  clear looking and syrup is thick (2 to 3 hours. Add lemon slices 1/2 hour  before figs are done. Seal in jars."
3047,Dried Figs,1534,Tonkcats,72H,12H,84H,1999-09-30T07:11:00Z,Make and share this Dried Figs recipe from Food.com.,,Lunch/Snacks,Fruit,"4, 1, 3, 3, 1, NA","fresh figs, water, salt, sugar, water, powdered sugar",,1,2322,0,0,0,7025.1,599.9,0,598.8,0,,1 batch,"Place figs in 1 quart of water in which salt has been dissolved., Let stand  overnight. Drain., Make a syrup of the sugar and 1 pint water., Add figs and cook  gently until the syrup is m  ostly absorbed., While cooking, watch carefully! Do  not stir, but lift kettle and shake figs., Put on plates and turn daily until  dry., Pack in powdered sugar."
3048,Cuccidatti (Fig Cookies,1534,Tonkcats,,0S,0S,1999-09-30T07:11:00Z,Make and share this Cuccidatti (Fig Cookies recipe from Food.com.,,Dessert,"Cookie & Brownie, Fruit, European, < 15 Mins, Oven","2, 1 1/2, 1, 1/2, 1/2, 1, 1, 4, NA, 1, 10, 2, 2, 5, 2, 1 1/2, 6, 1, 3/4","figs, raisins, dates, brown sugar, granulated sugar, cinnamon, brandy, orange, flour, salt, sugar, baking powder, margarine, eggs, vanilla, milk",,,43.2,2,0.5,2.5,27.9,5.8,0.3,3,0.6,,400 cookies,"Remove hard knob on one end of figs and discard., Soak figs, raisins and dates in hot water for 1 hour., Drain., Put figs, dates and raisins through food grinder; add remaining ingredients, put through blender to puree. Mix well, it's easier to prepare the fig filling one day and proceed the next day., Refrigerate filling., Sift flour, salt, granulated sugar and baking powder together in large bowl or kettle. Cut Crisco and margarine in with pastry blender (as for  pie crust. Make a well in center, add eggs, vanilla and milk., 
Blend thoroughly using hands., Roll out on floured surface into 3 x 10-inch rectangle about 1/8-inch thick., Place filling in center, fold long edges to center and pinch edges to seal., Cut 1 1/2-inch slices., Bake on lightly greased cookie sheet at 350 degrees for 10 to 15 minutes., Continue until dough and filling are used up., Frost with a plain frosting: powdered sugar, milk and vanilla., Garnish with sprinkles or jimmies., Recipe can be divided in half., Do not overcook., 
Should be light in color."
3049,My Favorite Roll out Sugar Cookies,1534,Tonkcats,7M,0S,7M,1999-09-30T07:11:00Z,Make and share this My Favorite Roll out Sugar Cookies recipe from Food.com.,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/49/pic3IbVIE.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/49/picK1Aw3J.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/49/piclY3oiH.jpg",Dessert,"Cookie & Brownie, < 15 Mins, For Large Groups, Oven","1 1/2, 1, 1, 1, 1/2, 2 1/2, 1, 1","powdered sugar, margarine, egg, vanilla, flour, baking soda, cream of tartar",5,25,74.1,4,0.8,3.9,72.3,8.8,0.2,3.7,0.8,48,,"Cream sugar and margarine; add egg and flavorings and mix well., Stir dry ingredients; mix into sugar and margarine mixture. Refrigerate 2 to 3 hours., Heat oven to 375°F., Roll out 3/16-inch thick., Bake 7-8 minutes until delicately brown., Let cool., Icing for Roll Out Sugar Cookies:  2 cups powdered sugar, milk and 1/2 tsp vanilla, Icing for Roll Out Sugar Cookies: In a mixing bowl, sift powdered sugar., Gradually add milk, stirring continuously until mixture is the consistency of a thin glaze. Add vanilla., 
Blend well., Food coloring may be added, if desired."
3050,Pizzelles,37036,Kim D.,,0S,0S,1999-09-30T07:06:00Z,Make and share this Pizzelles recipe from Food.com.,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/50/picH6dB97.jpg",Dessert,"Cookie & Brownie, European, Christmas, < 15 Mins","12, 2 2/3, 2, 4, 2, 2, 8, 4, 1","eggs, granulated sugar, vanilla extract, anise seed, flour, baking powder, salt",5,1,49.6,2.4,0.4,11.8,11.5,6.1,0.1,2.5,0.8,,216 pizzelles,"Crack eggs into a large bowl and beat lightly by hand., Add sugar and stir., Add  oil and stir., Next, stir in salt, vanilla and aniseeds., Continue stirring and  add anise extract. Gradually add 6 cups of flour, mixing well after each cup., Combine 1 cup flour with all of the  baking powder and add to dough., The  addition of the last cup of flour will depend on the consisteny that you desire. A firmer dough  will produce a firmer/harder cookie. A thinner/stickier dough  will produce a thinner and crispier  cookie. This is a matter of personal  preference.  To bake pizelle: Heat a well-seasoned, pizelle iron., 
The iron must be  well-seasoned to prevent cookies from  sticking., Place a scant 1 tabl espoon of  dough to each section of the iron and \bake\., The amount of  baking time  required will depend on the pizelle maker., The usual time is between 20 and 40   seconds., Take care not to burn the cookie. Turn each cookie out onto a flat  surface to cool., Cool thoroughly and store in an air-tight container."
3051,Paella,1534,Tonkcats,1H,15M,1H15M,1999-09-30T07:06:00Z,Make and share this Paella recipe from Food.com.,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/51/pic6paNzq.jpg",Mussels,"Spanish, European, Low Cholesterol, Weeknight, Oven, < 4 Hours","2/3, 4, 4, 3, 2, 1, 2, 12, 3, 2, 1, 2, 3, 4, 1/2 - 1, 1, 1, 1/2 - 3/4, 12, 2","olive oil, oregano, dry basil, garlic, salt, pepper, boneless chicken breasts, shrimp, chorizo sausage, yellow onions, green pepper, rice, hot chicken broth, tomatoes, powdered saffron, scallops, clams, mussels, pimientos",4.5,18,677.8,35.1,8.1,90.9,1506.5,53.2,4.1,6,36.1,8,,"In a bowl, combine olive oil, oregano, dry basil, garlic, salt and pepper., Place  chicken and shrimp in another bowl; pour over marinade. Cover and refrigerate  overnight. Heat about 1 tablespoon marinade in frypan over medium heat. Remove  chicken and drain; add to pan and cook until lightly brown., Remove from pan; set  aside. Add sausage to pan; cook over medium heat until well browned., Add onions  and green pepper to pan; raise heat to medium-high; cook until vegetables are  soft. Stir in rice; brown slightly., 
Add broth, tomatoes, saffron, coriander,  chicken and sausage; boil, cover, heat and simmer for 25 minutes, stirring  occasionally until rice is tender., Add peas and scallops; toss gently., Transfer  Paella to large ovenproof 6-quart baking dish or paella pan., Drain shrimp; push  into rice mixture along with clams., Bake, covered, in 350 degrees oven for 15 to  20 minutes, or until shrimp are pink and clams open., Garnish with pimento  strips, if desired."
3052,Paella Los Porches,1534,Tonkcats,,0S,0S,1999-09-30T07:06:00Z,Make and share this Paella Los Porches recipe from Food.com.,,Medium Grain Rice,"Rice, Spanish, European, Low Protein, Vegan, Low Cholesterol, Healthy, < 15 Mins, Oven","1/4, 1/2, 1, 1, 8, 1, 1/2, 1/2, 8, NA, 2, 6, 3","olive oil, onion, garlic, green pepper, asparagus, tomatoes, fresh peas, saffron, mushrooms, artichokes, boiling water, medium grain rice, long grain rice",5,1,747.9,15.1,2.3,0,91.5,136.8,10.4,6.1,17.5,4,,"In a 14-inch paella pan or a skillet or casserole at least 14-inches in diameter and 2 to 2 1/2-inches deep, heat the oil over moderate heat. Add all the  vegetables and, stirring frequently for 1 minute. Add rice, salt, pepper and  water (saffron added to the boiling water before adding to casserole. Preheat  the oven to 400 degrees., Set the pan on the floor of the oven and bake uncovered for 20 minutes or until liquid has been absorbed by the rice and vegetables., At  no point should the paella be stirred after it goes in the oven., 
When the paella is done, let it rest for 5 to 8 minutes."
3053,Mashed Potatoes,1577,Karina Isabel Caputi,,0S,0S,1999-09-30T07:08:00Z,Make and share this Mashed Potatoes recipe from Food.com.,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/53/pic3OtSfM.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/53/picjQMNRU.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/53/picOUk4xj.jpg",Potato,"Vegetable, Low Protein, Low Cholesterol, Healthy, < 15 Mins","6, 1/2, 1, NA, NA, 1","potatoes, milk, butter, salt, pepper, nutmeg",4.5,19,211,4.8,3,13,56.5,38.2,4.7,1.7,5,6,,"Boil potatoes., Drain and mash them with all the other ingredients to the consistency desired., In general, the quantity of milk must be enough to obtain creamy mashed potatoes, but not too much 'as to make a soup., So 1/2 cup of milk for 6 potatoes will be O.K., I apologize because my English is not so good., Greetings,                                Karina."
3054,Crab-Stuffed Mushroom Bake,1646,WildlifeDi,,0S,0S,1999-09-30T07:14:00Z,This recipe came from Southern Living Magazine years ago.....make copies of  it to take with you wherever you serve it!  They will ask for it,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/54/piczsu11c.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/54/picG113ac.jpg",Crab,"< 15 Mins, Oven","12, 2, 1, 1, 2, 2, 1, 1/2, 2","mushrooms, mushrooms, frozen crabmeat, egg, mayonnaise, onions, lemon juice, butter, margarine",4.5,15,151,11.4,3.7,64.5,185.2,5,0.6,1.6,8,6,,"Gently rinse mushrooms, and pat dry., Remove stems., Brush caps with salad  oil, and place upright in a buttered baking dish., Combine the egg, crab,  mayonnaise, onion, and lemon juice with 1/4 cup breadcrumbs., Stuff the caps  with the mixture.  Combine the remaining 1/4 cup breadcrumbs  with the melted  butter., Sprinkle over crab mixture.  Bake at 375 for 15  minutes., They should  be a golden brown on the breadcrumb/butter topping., Serve immediately., Also, caution when they   are served., 
There will be juice in the cap under the mixture which will be  VERY hot."
3055,Japanese Hamburger Dish,1534,Tonkcats,,0S,0S,1999-09-30T07:14:00Z,Make and share this Japanese Hamburger Dish recipe from Food.com.,,Japanese,"Asian, < 15 Mins","1/4, 1, 3/4, 1, 1/4, 1, 1, 1","butter, margarine, beef, water, salt, soy sauce",4,2,737.3,68.8,27.4,99.9,483.1,18.3,4.1,0.7,13.1,4,,"Saute almo  nds in butter or margarine in skillet until lightly browned., Remove  from pan and set aside. Brown beef well in butter remaining in skillet. Stir in  water and salt and bring to a boil., Stir in noodles., Cover and simmer for 2  minutes., Add vegetables., Bring to a full boil over medium heat, separating  vegetables with a fork and stirring frequently., Cover and simmer for 3 minutes., Stir in soy sauce and sprinkle with almonds."
3056,Chinese Chicken Noodle Soup,1534,Tonkcats,,0S,0S,1999-09-30T07:14:00Z,Make and share this Chinese Chicken Noodle Soup recipe from Food.com.,,Chicken Breast,"Chicken, Poultry, Meat, Chinese, Asian, < 15 Mins","1, 2, 1/2, 1/2, 1, 1, 1/2, 2, 1, 2 -3","Swanson chicken broth, water chestnut, egg, turkey, pork, napa cabbage, celery, carrots, scallions",5,5,154.1,7.3,2,71.2,1014.6,4.3,1,1.8,17,4,,"This soup changes as the ingredients are available in my refrigerator or on my  cupboard shelves., Takes about 20 minutes from start to table. Start 2 cups of  water to boil; add chicken broth., After stock boils, add the packet of seasoning supplied with Top Ramen., While broth is boiling, add 1 raw chicken breast (cut  in small pieces, the chopped vegetables and the raw egg., The egg will cook into threads., Just before serving, add the noodles and the peas, then the sesame oil  and scallions., 
Don't let soup sit around for long time because vegetables need  to be a bit crunchy,  cooked soft. If using leftover meat in your soup, just add  at the end because it only needs to warm up again., You can always add another  can of chicken broth if soup is too thick or you like more broth., You may vary  the soup with different Chinese type vegetables available. Add some garlic and a dash of hot Chinese mustard., If using strong vegetables such as broccoli, cut  small and don't overcook to avoid the strong flavor., 
Remember the noodles are  already cooked and they do not need to be cooked, only to absorb the moisture  from the broth, which does thicken the soup."
